# 1D PNP Solver Results
# Debye length: 3.76117 nm
# Left electrode potential: 50 mV
# Right electrode potential: 0 mV
# Bulk potential: 0 mV
# Bulk concentration: 1 mol/m^3
# Thermal voltage: 25.6926 mV
# Grid: non-uniform with stretching factor 1
#
# Surface charge density [uC/cm^2]:
#   Left electrode:  0.16438
#   Right electrode: -4.41813e-07
# Capacitance [uF/cm^2]:
#   Left EDL:  3.2876
#   Right EDL: 0
#   Total (series): 0
#
# Columns:
# 1: x [nm]
# 2: x/lambda_D [-]
# 3: phi [mV]
# 4: phi_normalized = e*phi/(kB*T) [-]
# 5: c+ [mol/m^3]
# 6: c- [mol/m^3]
# 7: c+/c0 [-]
# 8: c-/c0 [-]
# 9: rho [C/m^3]
# 10: phi_GC [mV] (Gouy-Chapman analytical)
# 11: dx [nm] (grid spacing)
0.00000000e+00	0.00000000e+00	5.00000000e+01	1.94608722e+00	1.42831849e-01	7.00123964e+00	1.42831849e-01	7.00123964e+00	-6.61735754e+05	5.00000000e+01	1.25000000e-01
1.25000000e-01	3.32343217e-02	4.81111809e+01	1.87257109e+00	1.53727905e-01	6.50499985e+00	1.53727905e-01	6.50499985e+00	-6.12804583e+05	4.81107851e+01	1.25000000e-01
2.50000000e-01	6.64686434e-02	4.63124798e+01	1.80256251e+00	1.64875851e-01	6.06516961e+00	1.64875851e-01	6.06516961e+00	-5.69291803e+05	4.63117533e+01	1.25000000e-01
3.75000000e-01	9.97029651e-02	4.45974980e+01	1.73581242e+00	1.76256947e-01	5.67353524e+00	1.76256947e-01	5.67353524e+00	-5.30406721e+05	4.45964947e+01	1.25000000e-01
5.00000000e-01	1.32937287e-01	4.29605169e+01	1.67209826e+00	1.87852488e-01	5.32332583e+00	1.87852488e-01	5.32332583e+00	-4.95497851e+05	4.29592824e+01	1.25000000e-01
6.25000000e-01	1.66171609e-01	4.13964031e+01	1.61122022e+00	1.99643855e-01	5.00891950e+00	1.99643855e-01	5.00891950e+00	-4.64024558e+05	4.13949756e+01	1.25000000e-01
7.50000000e-01	1.99405930e-01	3.99005279e+01	1.55299815e+00	2.11612575e-01	4.72561709e+00	2.11612575e-01	4.72561709e+00	-4.35535224e+05	3.98989399e+01	1.25000000e-01
8.75000000e-01	2.32640252e-01	3.84687019e+01	1.49726899e+00	2.23740364e-01	4.46946622e+00	2.23740364e-01	4.46946622e+00	-4.09650269e+05	3.84669810e+01	1.25000000e-01
1.00000000e+00	2.65874574e-01	3.70971184e+01	1.44388457e+00	2.36009183e-01	4.23712327e+00	2.36009183e-01	4.23712327e+00	-3.86048822e+05	3.70952881e+01	1.25000000e-01
1.12500000e+00	2.99108895e-01	3.57823067e+01	1.39270980e+00	2.48401274e-01	4.02574425e+00	2.48401274e-01	4.02574425e+00	-3.64458192e+05	3.57803870e+01	1.25000000e-01
1.25000000e+00	3.32343217e-01	3.45210917e+01	1.34362111e+00	2.60899211e-01	3.83289775e+00	2.60899211e-01	3.83289775e+00	-3.44645466e+05	3.45190998e+01	1.25000000e-01
1.37500000e+00	3.65577539e-01	3.33105597e+01	1.29650509e+00	2.73485933e-01	3.65649520e+00	2.73485933e-01	3.65649520e+00	-3.26410773e+05	3.33085105e+01	1.25000000e-01
1.50000000e+00	3.98811861e-01	3.21480291e+01	1.25125738e+00	2.86144779e-01	3.49473439e+00	2.86144779e-01	3.49473439e+00	-3.09581835e+05	3.21459355e+01	1.25000000e-01
1.62500000e+00	4.32046182e-01	3.10310252e+01	1.20778164e+00	2.98859524e-01	3.34605365e+00	2.98859524e-01	3.34605365e+00	-2.94009537e+05	3.10288980e+01	1.25000000e-01
1.75000000e+00	4.65280504e-01	2.99572579e+01	1.16598874e+00	3.11614404e-01	3.20909427e+00	3.11614404e-01	3.20909427e+00	-2.79564307e+05	2.99551067e+01	1.25000000e-01
1.87500000e+00	4.98514826e-01	2.89246029e+01	1.12579600e+00	3.24394145e-01	3.08266969e+00	3.24394145e-01	3.08266969e+00	-2.66133132e+05	2.89224360e+01	1.25000000e-01
2.00000000e+00	5.31749147e-01	2.79310850e+01	1.08712656e+00	3.37183983e-01	2.96573993e+00	3.37183983e-01	2.96573993e+00	-2.53617093e+05	2.79289095e+01	1.25000000e-01
2.12500000e+00	5.64983469e-01	2.69748637e+01	1.04990875e+00	3.49969681e-01	2.85739038e+00	3.49969681e-01	2.85739038e+00	-2.41929319e+05	2.69726857e+01	1.25000000e-01
2.25000000e+00	5.98217791e-01	2.60542201e+01	1.01407570e+00	3.62737554e-01	2.75681409e+00	3.62737554e-01	2.75681409e+00	-2.30993270e+05	2.60520450e+01	1.25000000e-01
2.37500000e+00	6.31452113e-01	2.51675460e+01	9.79564797e-01	3.75474471e-01	2.66329691e+00	3.75474471e-01	2.66329691e+00	-2.20741308e+05	2.51653785e+01	1.25000000e-01
2.50000000e+00	6.64686434e-01	2.43133339e+01	9.46317368e-01	3.88167874e-01	2.57620496e+00	3.88167874e-01	2.57620496e+00	-2.11113484e+05	2.43111778e+01	1.25000000e-01
2.62500000e+00	6.97920756e-01	2.34901677e+01	9.14278305e-01	4.00805781e-01	2.49497399e+00	4.00805781e-01	2.49497399e+00	-2.02056515e+05	2.34880266e+01	1.25000000e-01
2.75000000e+00	7.31155078e-01	2.26967157e+01	8.83395768e-01	4.13376794e-01	2.41910048e+00	4.13376794e-01	2.41910048e+00	-1.93522916e+05	2.26945926e+01	1.25000000e-01
